,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
156,Popular Monster,4GssB27iJeqmfGxS94Tfij,Falling In Reverse,metalcore,0.00821,0.461,0.897,0.0,0.0965,-3.982,0.092,165.107,0.358
157,issues,7MmBhKBQnaa0I8TaDJs9ia,Baby Keem,hip hop,0.571,0.833,0.542,0.00112,0.111,-8.32,0.0679,132.001,0.237
158,Essence (feat. Tems),5FG7Tl93LdH117jEKYl3Cm,WizKid,afro dancehall,0.0266,0.849,0.707,8.58e-06,0.618,-6.002,0.113,104.027,0.602
159,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,Playboi Carti,atl hip hop,0.283,0.472,0.861,0.0,0.83,-3.966,0.0447,144.077,0.358
160,Bobo,5HPu0cbv5Um23EBOmanuCv,J Balvin,latin,0.107,0.799,0.896,5.11e-05,0.13,-2.67,0.0937,89.031,0.771
161,Ambiente,1UdoSq3BY0EMa1kUIN2ZXS,J Balvin,latin,0.136,0.789,0.736,0.0,0.681,-6.279,0.0896,81.014,0.782
162,Ahora,2dcR37GhhIroc8JVGPCTMo,J Balvin,latin,0.0874,0.81,0.784,0.000166,0.083,-3.223,0.0622,88.001,0.817
163,Beat It,1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson,pop,0.0491,0.779,0.867,7.98e-06,0.197,-3.704,0.0457,138.858,0.915
164,Animal I Have Become,56sk7jBpZV0CD31G9hEU3b,Three Days Grace,alternative metal,0.000684,0.553,0.853,0.0,0.126,-3.668,0.0339,122.023,0.506
165,I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,Bazzi,dance pop,0.379,0.812,0.519,0.0,0.13,-4.823,0.0385,104.954,0.554
166,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,dance pop,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,0.796
167,0X1=LOVESONG (I Know I Love You) feat. Seori,1Z8TPHiKeCUyClxV6WTTIf,TOMORROW X TOGETHER,k-pop,0.0558,0.584,0.836,0.0,0.0663,-4.925,0.079,104.973,0.484
168,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,Sam Smith,dance pop,0.529,0.677,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,0.493
169,Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,Cypress Hill,chicano rap,0.0291,0.897,0.611,0.186,0.0894,-10.489,0.211,102.304,0.769
170,Life is a Highway,2Fs18NaCDuluPG1DHGw1XG,Rascal Flatts,contemporary country,0.00324,0.582,0.952,0.0,0.223,-3.848,0.0731,103.027,0.655
171,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,gnash,alt z,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,0.18
172,"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,funk,0.0534,0.675,0.597,0.0,0.0986,-11.329,0.0337,108.875,0.828
173,Summertime In Paris,6XNANAB7sFvkfho6bMCp7o,Jaden,hip hop,0.135,0.569,0.86,0.0,0.153,-4.116,0.043,90.937,0.289
174,I Know,40j4RoqmLiivqzRObbQ4BF,Polo G,chicago rap,0.0919,0.807,0.665,0.0,0.0788,-5.249,0.276,164.964,0.557
175,Dancing in the Moonlight,0q21FNwES2bbtcduB6kjEU,King Harvest,soft rock,0.739,0.657,0.435,0.0,0.167,-15.707,0.0552,135.975,0.771
176,bad idea!,1M4Ud66z18wuIq3oOxqVHa,girl in red,bedroom pop,0.03,0.511,0.806,0.0465,0.252,-6.093,0.0481,162.04,0.41
177,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,Drake,canadian hip hop,0.0589,0.835,0.626,6e-05,0.396,-5.833,0.125,91.03,0.35
178,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,KISS,album rock,0.214,0.768,0.852,7.36e-05,0.0723,-6.215,0.038,128.373,0.867
179,For What It's Worth,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,blues rock,0.406,0.653,0.519,0.0209,0.101,-10.164,0.0497,98.883,0.822
180,Better Together,6gdLyYNuhWBzqwlOFSsXC7,Luke Combs,contemporary country,0.827,0.552,0.225,0.0,0.111,-11.501,0.0477,138.002,0.67
181,Rolando (Caught In The Rain),14mc78ctIxHOMYz5fWja7Q,DUSTY LOCANE,new york drill,0.467,0.597,0.689,0.0,0.562,-4.303,0.446,118.35,0.644
182,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,Pooh Shiesty,memphis hip hop,0.289,0.443,0.731,0.0,0.207,-4.997,0.255,147.818,0.956
183,How Far I'll Go,6mb6lVLNrcUgLnEN8QnDJd,Auli'i Cravalho,disney,0.649,0.571,0.307,0.0,0.178,-10.958,0.0499,83.72,0.108
184,It Wasn't Me,3WkibOpDF7cQ5xntM1epyf,Shaggy,reggae fusion,0.0561,0.853,0.606,0.0,0.313,-4.596,0.0713,94.759,0.654
185,Therefore I Am,20R4HfKloPKgXDqU7UKk3x,Billie Eilish,electropop,0.227,0.879,0.365,0.135,0.0583,-7.781,0.0924,94.016,0.663
186,listen before i go,0tMSssfxAL2oV8Vri0mFHE,Billie Eilish,electropop,0.935,0.319,0.0561,0.00384,0.388,-23.023,0.045,79.764,0.082
187,Did It Again,4guBZjUyrGoHsTahO3IHdj,Lil Tecca,melodic rap,0.185,0.686,0.561,0.0,0.114,-9.929,0.191,148.775,0.186
188,Miss Independent,34ceTg8ChN5HjrqiIYCn9Q,Ne-Yo,dance pop,0.522,0.673,0.683,0.0,0.235,-5.693,0.115,171.86,0.713
189,If I Know Me,03d8S7FBY2kIzhP0E7l4rn,Morgan Wallen,contemporary country,0.765,0.777,0.604,6.79e-05,0.11,-5.813,0.12,99.934,0.672
190,Natural,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,modern rock,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,100.0,0.22
191,emotions,5ls62WNKHUUrdF3r1cv83T,iann dior,melodic rap,0.0131,0.63,0.63,0.0,0.142,-6.211,0.0395,80.512,0.163
192,Go Stupid,4PklAHGXT5ityno3IA8SKd,Polo G,chicago rap,0.0277,0.92,0.833,0.0,0.0596,-3.18,0.253,141.034,0.645
193,I Hope You’re Happy Now,0Al3wN3keprGTSgG8NBwjr,Carly Pearce,contemporary country,0.168,0.591,0.815,8.68e-06,0.142,-4.725,0.0366,118.024,0.306
194,I Like Dat,7KrlNS2VqiNNJ82RMQdxBn,T-Pain,dance pop,0.0049,0.565,0.491,0.0,0.137,-6.902,0.221,175.694,0.337
195,Show Me How,01TyFEZu6mHbffsVfxgrFn,Men I Trust,indie pop,0.674,0.791,0.267,0.534,0.102,-11.997,0.0415,165.99,0.544
196,Tap In,4Hpib09wXgD84w4uwTPnYD,Saweetie,cali rap,0.00576,0.954,0.696,0.000498,0.0754,-7.117,0.204,100.036,0.432
197,When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,Green Day,permanent wave,0.0175,0.531,0.909,0.0,0.231,-4.236,0.034,97.546,0.814
198,I Kissed A Girl,005lwxGU1tms6HGELIcUv9,Katy Perry,dance pop,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696
199,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,Daniel Caesar,canadian contemporary r&b,0.422,0.658,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,0.358
200,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,The Kid LAROI,australian hip hop,0.0928,0.671,0.639,0.0,0.0941,-6.852,0.134,119.82,0.385
201,Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown,dance pop,0.316,0.755,0.578,0.0,0.25,-8.932,0.145,94.148,0.581
202,Get Along Better,1bply5aur6hqqxlRJ2IpXP,Drake,canadian hip hop,0.00641,0.32,0.464,0.0,0.133,-6.756,0.0369,178.2,0.335
203,Glad You Exist,472vIK1ldetTxRxG3ovaiY,Dan + Shay,contemporary country,0.235,0.748,0.551,0.0,0.119,-6.12,0.0349,103.953,0.66
204,God's Plan,6DCZcSspjsKoFjzjrWoCdn,Drake,canadian hip hop,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,0.357
205,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),1EJIcDYXwSqipW5dFe4uJz,DJ Khaled,hip hop,0.000866,0.477,0.727,0.0,0.108,-4.053,0.286,150.062,0.227
206,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,Kanye West,chicago rap,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,83.378,0.297
207,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,gauze pop,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531
208,Getting Older,4HOryCnbme0zBnF8LWij3f,Billie Eilish,electropop,0.974,0.599,0.128,0.121,0.115,-17.261,0.109,159.679,0.367
209,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,chicago rap,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.348,93.034,0.623
210,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,chicago rap,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,0.203
211,REPEAT IT (with Gunna),21AJQhGZpujjZQXByZAXpr,Lil Tecca,melodic rap,0.0555,0.681,0.687,0.0,0.062,-7.612,0.332,108.641,0.588
212,"Gravity (feat. Tyler, The Creator)",6u3CPnFMKANYgfdiifFOiJ,Brent Faiyaz,dmv rap,0.173,0.539,0.615,0.0056,0.144,-8.746,0.252,163.924,0.493
213,Red Light Green Light,1YDebgap5OFwXEBG18NJvy,DaBaby,north carolina hip hop,0.129,0.933,0.656,0.0,0.161,-5.85,0.322,119.987,0.934
214,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,Still Woozy,bedroom pop,0.821,0.739,0.522,0.00124,0.233,-12.304,0.151,138.263,0.619
215,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,Morgan Wallen,contemporary country,0.369,0.614,0.68,1.84e-06,0.115,-4.58,0.0289,149.959,0.707
216,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,Key Glock,memphis hip hop,0.0394,0.828,0.434,0.0,0.0806,-10.609,0.301,115.071,0.38
217,In The Bible (with Lil Durk & Giveon),7xXVDIulqmlBvDLFMfc3uX,Drake,canadian hip hop,0.613,0.712,0.368,0.0,0.131,-8.473,0.344,142.935,0.146
218,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,Kina,sad rap,0.72,0.498,0.235,0.0,0.144,-16.541,0.188,118.917,0.0895
219,Don't Go Yet,1058fW9H3fZA6QjYCdOBad,Camila Cabello,dance pop,0.0492,0.666,0.796,0.0,0.0442,-6.967,0.103,110.108,0.61
220,GANG GANG (with Lil Wayne),4VW44pawoOHPUjlN7DX5vk,Polo G,chicago rap,0.146,0.752,0.563,0.0,0.103,-8.066,0.209,145.05,0.551
221,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,Polo G,chicago rap,0.41,0.789,0.536,0.0,0.129,-6.862,0.242,81.039,0.437
222,Gives You Hell,6ihL9TjfRjadfEePzXXyVF,The All-American Rejects,modern rock,0.0159,0.718,0.691,0.0,0.0627,-6.44,0.0387,100.008,0.552
223,Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,Juice WRLD,chicago rap,0.0172,0.625,0.814,0.0,0.158,-5.181,0.0657,144.991,0.535
224,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,Pop Smoke,brooklyn drill,0.00815,0.688,0.647,1.65e-05,0.095,-7.258,0.19,88.834,0.195
225,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,Drake,canadian hip hop,0.000619,0.803,0.597,4.5e-06,0.323,-6.035,0.141,136.008,0.331
226,GYALIS,7wpyrkjEgz7W1vNYDxMKrF,Capella Grey,,0.386,0.666,0.643,0.0,0.283,-7.01,0.423,96.375,0.756
227,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,ScHoolboy Q,gangster rap,0.025,0.825,0.575,9.94e-06,0.205,-4.87,0.0633,153.954,0.65
228,"GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p,"Tyler, The Creator",hip hop,0.216,0.518,0.492,0.0012,0.146,-8.436,0.193,78.848,0.471
229,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,Clinton Kane,alt z,0.877,0.422,0.34,1.77e-05,0.149,-6.577,0.0351,77.213,0.223
230,Grenade,2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,dance pop,0.146,0.706,0.558,0.0,0.118,-7.237,0.0593,110.443,0.227
231,On Go (feat. Polo G),3Ho13bRS28xEvGvgW4LOFM,Sheff G,brooklyn drill,0.459,0.88,0.427,1.28e-06,0.119,-6.004,0.323,103.542,0.623
232,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,Lil Baby,atl hip hop,0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,112.511,0.389
233,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2IePEfMAtqWS6rLXXFZIgI,Internet Money,pop rap,0.116,0.792,0.707,0.0,0.12,-5.218,0.0623,134.997,0.408
234,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,Gorillaz,alternative hip hop,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772
235,Don’t Go (with Justin Bieber & Don Toliver),55sgQENF3LY1sUcJUwasLl,Skrillex,brostep,0.019,0.689,0.695,0.0,0.123,-5.22,0.0429,75.05,0.359
236,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,Lil Uzi Vert,melodic rap,0.617,0.703,0.757,0.0,0.106,-3.612,0.05,82.008,0.696
237,In Da Getto,63aj87TQG6F3RVO5nbG2VQ,J Balvin,latin,0.025,0.915,0.72,1.42e-05,0.0942,-3.126,0.0459,126.986,0.631
238,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,Machine Gun Kelly,ohio hip hop,0.00473,0.731,0.675,0.0,0.141,-5.134,0.0434,124.939,0.298
239,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,pop,0.524,0.449,0.465,1.02e-06,0.303,-8.964,0.0791,89.087,0.543
240,"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,emo,0.00579,0.494,0.842,0.0,0.122,-4.784,0.0843,162.011,0.574
241,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,42 Dugg,detroit trap,0.0124,0.87,0.561,0.0,0.103,-10.388,0.186,100.458,0.691
242,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,Elle King,modern blues rock,0.00516,0.612,0.884,0.0,0.0997,-4.4,0.0459,119.991,0.626
243,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,James Arthur,pop,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,0.494
244,"You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,The Offspring,alternative metal,0.00428,0.55,0.917,0.0,0.197,-3.159,0.0638,126.115,0.601
245,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,Clairo,bedroom pop,0.979,0.509,0.0167,2.72e-05,0.387,-24.639,0.115,207.97,0.229
246,Arcade,1Xi84slp6FryDSCbzq4UCD,Duncan Laurence,dutch pop,0.818,0.45,0.329,0.00109,0.135,-12.603,0.0441,71.884,0.266
247,Lips Of An Angel,40LQiUUUKXVGyNs09lHVjW,Hinder,alternative metal,0.0217,0.476,0.736,1.08e-06,0.203,-5.38,0.0343,129.084,0.251
248,ONE BEER (feat. Lauren Alaina & Devin Dawson),5FmvaZGd6fulojSToozLRD,HARDY,contemporary country,0.564,0.516,0.745,0.0,0.275,-8.352,0.0774,186.006,0.826
249,Your Love (9PM),5YaskwnGDZFDRipaqzbwQx,ATB,german dance,0.194,0.669,0.784,6.28e-06,0.115,-5.603,0.112,125.993,0.517
250,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,new romantic,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,0.876
251,Feels Like We Only Go Backwards,0LtOwyZoSNZKJWHqjzADpW,Tame Impala,australian psych,0.0277,0.303,0.9,0.635,0.11,-2.352,0.0574,149.508,0.491
252,Empty,41MCdlvXOl62B7Kv86Bb1v,Juice WRLD,chicago rap,0.0758,0.745,0.561,0.0,0.133,-4.869,0.0807,77.557,0.449
253,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,hip hop,0.0117,0.838,0.771,0.0,0.0853,-3.791,0.244,175.957,0.405
254,ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,Surf Mesa,tropical house,0.0686,0.674,0.774,0.00188,0.393,-7.567,0.0892,112.05,0.33
255,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,Lil Baby,atl hip hop,0.0509,0.676,0.578,0.0,0.0796,-4.669,0.375,158.896,0.698
256,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,british soul,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,0.225
257,Lotus Flower Bomb (feat. Miguel),3MAgQuClHcAV8E9CbeBS6f,Wale,dance pop,0.611,0.512,0.598,0.0,0.0881,-4.959,0.115,70.189,0.345
258,Last Train Home,0tgBtQ0ISnMQOKorrN9HLX,John Mayer,neo mellow,0.235,0.591,0.831,0.00142,0.0571,-6.612,0.0355,93.007,0.678
259,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,"Tyler, The Creator",hip hop,0.0456,0.48,0.61,0.0,0.313,-7.042,0.305,90.034,0.297
260,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,Childish Gambino,atl hip hop,0.162,0.55,0.596,0.00481,0.0805,-8.214,0.134,165.736,0.253
261,Something Like That,6leiB1fEsTnVCuPiielde5,Tim McGraw,contemporary country,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,0.847
262,lost souls,1h2IHrBJcZxB0XboJQpVWa,Baby Keem,hip hop,0.432,0.692,0.308,0.000143,0.153,-8.342,0.425,169.995,0.203
263,family ties (with Kendrick Lamar),3QFInJAm9eyaho5vBzxInN,Baby Keem,hip hop,0.00588,0.711,0.611,0.0,0.23,-5.453,0.33,134.093,0.144
264,Love Is Gone - Acoustic,7F1CiKqrY44kh5cDqwHOnx,Dylan Matthew,social media pop,0.882,0.541,0.153,1.66e-06,0.16,-10.654,0.0303,139.644,0.359
265,Kill Yourself (Part III),0kEZlJh4mK1QRfb3CT5LPk,$uicideboy$,dark trap,0.326,0.753,0.68,4.15e-05,0.423,-7.092,0.0349,105.977,0.192
266,La La Land,7taeV6Kz3xIgjx5QR0eG8p,Bryce Vine,pop,0.289,0.726,0.512,0.0,0.234,-4.667,0.0361,97.965,0.52
267,Bad Romance,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,dance pop,0.00314,0.696,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,0.714
268,Waves,027269uzraETHuoG6aMs6a,Luke Bryan,contemporary country,0.0649,0.494,0.771,0.0,0.11,-4.309,0.0626,136.053,0.371
269,Layla,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,album rock,0.577,0.404,0.902,0.297,0.287,-3.88,0.0665,115.669,0.497
270,Till There's Nothing Left,6rIIhxmidzI07z1kgiOqY8,Cam,contemporary country,0.00339,0.577,0.634,0.000332,0.209,-6.905,0.0365,75.752,0.335
271,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,Outkast,atl hip hop,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,0.965
272,July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,Noah Cyrus,alt z,0.853,0.708,0.211,0.0,0.131,-9.603,0.0424,72.5,0.362
273,Things A Man Oughta Know,5QS8PNEWbqTEZyQ6e9ZbJf,Lainey Wilson,contemporary country,0.513,0.659,0.683,4.93e-06,0.133,-5.623,0.0312,139.931,0.397
274,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,Tory Lanez,canadian hip hop,0.144,0.929,0.7,0.0,0.349,-5.595,0.0906,120.009,0.802
275,Lasting Lover,0DmAvNCAK08oCi7miSZUIY,Sigala,dance pop,0.197,0.676,0.786,0.0,0.0943,-4.529,0.0478,125.983,0.483
276,rises the moon,51Grh1RyUDcMBbpuyUIUHI,Liana Flores,indie pop,0.947,0.483,0.129,0.145,0.106,-20.149,0.0349,137.35,0.203
277,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,LANCO,contemporary country,0.401,0.669,0.617,0.0,0.119,-8.72,0.057,147.992,0.621
278,Jubilee Line,0F3kMN9OPXr0b5metJq2M1,Wilbur Soot,dream smp,0.967,0.412,0.254,0.00408,0.105,-14.713,0.0481,149.899,0.217
279,Numb,2nLtzopw4rPReszdYBJU6h,Linkin Park,alternative metal,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,110.018,0.243
280,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,Joyner Lucas,boston hip hop,0.206,0.884,0.936,0.0,0.262,-3.931,0.167,120.004,0.758
281,Love Me Now (feat. Zoe Wees),1c1sdxrYLIiuJOlE7PPttb,Kygo,edm,0.163,0.662,0.489,0.0,0.172,-7.067,0.0525,102.04,0.506
282,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar,conscious hip hop,0.0265,0.658,0.535,0.0,0.2,-8.983,0.0573,110.684,0.419
283,Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,kentucky hip hop,0.223,0.765,0.356,0.0,0.0963,-5.556,0.195,96.991,0.189
284,Rags2Riches 2 (feat. Lil Baby),40TPiJpvwGIyvPjJMDTKfy,Rod Wave,florida rap,0.147,0.874,0.443,0.0,0.124,-9.628,0.241,118.004,0.298
285,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,Maroon 5,pop,0.228,0.651,0.663,0.0,0.0994,-5.569,0.0281,102.0,0.465
286,Lost,18XlJEroUwFo0tLZxscgXE,Maroon 5,pop,0.223,0.766,0.706,0.00028,0.064,-6.553,0.16,142.989,0.766
287,Hell Shell,5fO4ybFbomoSWPB3n2d6pe,Young Nudy,hip hop,0.000909,0.853,0.514,0.0222,0.185,-5.445,0.246,129.963,0.679
288,Hard To Love,6E9V9TRlVOLjenGjHemzEH,Lee Brice,contemporary country,0.0119,0.638,0.722,0.00808,0.189,-6.177,0.0332,103.017,0.469
289,24 Hours (feat. Lil Durk),0YH1xT3Z7wR6dZyaCwSziK,A Boogie Wit da Hoodie,melodic rap,0.334,0.586,0.474,0.0,0.118,-9.21,0.18,91.105,0.146
290,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3hsmbFKT5Cujb5GQjqEU39,Chris Brown,dance pop,0.0339,0.767,0.677,5.51e-06,0.144,-6.128,0.184,146.155,0.538
291,Ladders,39NDBdU5Xkm5pCFGa5kZtI,Mac Miller,hip hop,0.236,0.802,0.463,0.00531,0.105,-8.379,0.162,103.961,0.291
292,Lose Control,7CHi4DtfK4heMlQaudCuHK,MEDUZA,dance pop,0.129,0.598,0.526,0.0,0.14,-8.659,0.0415,123.935,0.529
293,Erase Your Social,4uhvMW7ly7tJil31YYscAN,Lil Uzi Vert,melodic rap,0.694,0.705,0.609,0.0,0.234,-5.728,0.0729,140.058,0.718
294,Take The Money And Run,1ZhrREyOOeFV6TxDOyiPwu,Steve Miller Band,album rock,0.0552,0.565,0.645,2.84e-06,0.151,-12.923,0.0484,99.3,0.836
295,Not Over You,6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,acoustic pop,0.255,0.63,0.894,0.0,0.181,-4.592,0.0544,142.051,0.364
296,Let's Groove,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",disco,0.121,0.869,0.648,2.17e-05,0.126,-8.698,0.0633,125.035,0.9
297,Look N The Mirror!,5d11FoptGmxaKbdssnrPZ9,KA$HDAMI,aesthetic rap,0.779,0.543,0.585,5.22e-06,0.107,-11.881,0.375,142.772,0.64
298,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,Coldplay,permanent wave,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,0.417
299,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & The Blackhearts,glam punk,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,94.379,0.901
300,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,Lil Yachty,atl hip hop,0.0515,0.769,0.807,0.0,0.111,-2.966,0.306,82.422,0.364
301,Louisiana Saturday Night,50PU05RTGva8laKDwxED9Y,Mel McDaniel,classic country pop,0.532,0.686,0.622,0.0,0.0511,-7.31,0.0857,163.245,0.982
302,"Todos Hablan, Nada Saben",0SIooo95Kba3UwPBRUOcmd,Aldo Trujillo,corrido,0.725,0.746,0.532,6.67e-06,0.101,-8.336,0.0649,121.375,0.976
303,Zombie,7EZC6E7UjZe63f1jRmkWxt,The Cranberries,irish rock,0.0158,0.309,0.649,0.00591,0.367,-8.994,0.035,166.915,0.312
304,Knowing You,2EEfUuBRZA4Ax1vYcluFS0,Kenny Chesney,contemporary country,0.229,0.557,0.565,3.9e-06,0.119,-6.12,0.026,125.956,0.187
305,Thick Niggas and Anime Tiddies,5Cax3xGAakyANy1tFZZ5Yv,Dbangz,aesthetic rap,0.199,0.904,0.454,0.0,0.104,-9.234,0.452,135.942,0.736
306,Poblado - Remix,1WedZeiezCmCEOzLwhx0hV,J Balvin,latin,0.102,0.813,0.809,1.37e-06,0.377,-5.382,0.0846,93.005,0.646
307,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,*NSYNC,boy band,0.031,0.61,0.926,0.0012,0.0821,-4.843,0.0479,172.638,0.861
308,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,$NOT,aesthetic rap,0.606,0.713,0.47,1.35e-05,0.306,-8.698,0.0864,84.518,0.0825
309,Stay Next To Me (with Chelsea Cutler),6SGG5AxHShqSYiV9fCWpZz,Quinn XCII,electropop,0.0805,0.581,0.584,0.0,0.366,-4.928,0.284,179.954,0.756
310,Strange,7sq2z9oX2S0CvgTqCZ0ko4,Celeste,british soul,0.934,0.286,0.0847,6.94e-06,0.121,-9.883,0.0397,70.743,0.112
311,New Patek,0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,melodic rap,0.0367,0.85,0.785,0.0,0.155,-4.963,0.345,145.063,0.718
312,Love Me,7tGlzXJv6GD5e5qlu5YmDg,Lil Wayne,hip hop,0.0119,0.674,0.608,0.0,0.103,-6.628,0.0334,124.952,0.464
313,Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,pop,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,0.168
314,Nothing's Gonna Stop Us Now,3X7uFMzJrEE0sxn62qd8Ch,Starship,album rock,0.0299,0.643,0.802,0.0,0.0719,-4.92,0.0227,95.99,0.53
315,Dive - Recorded At Sound Stage Nashville,2VWBdFsDJVGlRTdz4PvYwy,Luke Combs,contemporary country,0.671,0.742,0.363,1.43e-06,0.145,-8.188,0.0282,130.921,0.351
